num points in [1100,3000]: 2117
x range: 1648.724404 2998.600328
y range: 40.090842 6474.278695

Local maxima between 1100 and 3000:
x=1649.246  y=6009.428
2131.24, 1417.36
2133.04, 1454.85
2134.86, 1389.33
2136.67, 1361.25
2138.49, 1404.96
2140.32, 1396.71
2142.15, 1439.09
2143.98, 1265.38
2145.82, 1397.65
2147.66, 1326.39
2149.51, 1493.16
2151.37, 1245.61
2153.22, 1251.53
2155.09, 1148.59
2156.95, 1361.26
2158.83, 1119.68
2160.70, 1315.99
2162.59, 1065.44
2164.47, 1241.55
2166.36, 1100.80
2168.26, 1096.83
2170.16, 1332.39
2172.07, 1078.30
2173.98, 1062.20
2175.89, 1196.93
2177.82, 1306.45
2179.74, 1187.47
2181.67, 1222.91
2183.61, 948.07
2185.55, 1205.77
2187.50, 1154.23
2189.45, 1017.98
2191.40, 1276.54
2193.36, 977.61
2195.33, 1015.26
2197.30, 1257.88
2199.28, 1042.81
2201.26, 999.09
2203.25, 1082.95
2205.24, 1074.87
2207.24, 1149.28
2209.24, 950.07
2211.25, 1294.27
2213.27, 1014.34
2215.28, 905.20
2217.31, 799.49
2219.34, 896.63
2221.37, 967.78
2223.42, 962.39
2225.46, 988.24
2227.51, 1032.54
2229.57, 1114.34
2231.63, 727.46
2233.70, 1269.60
2235.77, 884.32
2237.85, 1053.70
2239.94, 952.69
2242.03, 1152.92
2244.13, 935.01
2246.23, 918.06
2248.34, 875.57
2250.45, 769.57
2252.57, 1110.63
2254.69, 937.45
2256.82, 1006.05
2258.96, 890.15
2261.10, 795.18
2263.25, 951.39
2265.40, 730.47
2267.56, 1024.68
2269.73, 799.75
2271.90, 908.09
2274.08, 828.67
2276.26, 950.24
2278.45, 903.84
2280.65, 778.01
2282.85, 790.28
2285.06, 751.12
2287.27, 734.82
2289.49, 822.08
2291.72, 882.12
2293.95, 888.41
2296.19, 1079.71
2298.44, 825.25
2300.69, 840.40
2302.95, 712.23
2305.21, 889.96
2307.48, 671.19
2309.76, 609.71
2312.04, 692.20
2314.33, 756.30
2316.63, 798.10
2318.93, 777.34
2321.24, 608.59
2323.55, 718.02
2325.88, 986.76
2328.20, 754.71
2330.54, 690.32
2332.88, 884.00
2335.23, 656.07
2337.59, 795.55
2339.95, 831.65
2342.32, 1047.10
2344.69, 789.33
2347.08, 959.51
2349.46, 816.71
2351.86, 957.41
2354.26, 913.24
2356.67, 1013.26
2359.09, 802.87
2361.52, 869.29
2363.95, 688.57
2366.39, 701.01
2368.83, 772.61
2371.28, 718.80
2373.74, 814.67
2376.21, 726.62
2378.68, 608.79
2381.17, 700.07
2383.65, 614.06
2386.15, 695.57
2388.65, 672.70
2391.16, 806.98
2393.68, 466.40
2396.21, 544.99
2398.74, 551.20
2401.28, 634.27
2403.83, 849.22
2406.38, 266.09
2408.95, 465.67
2411.52, 639.50
2414.10, 647.45
2416.68, 640.98
2419.28, 734.48
2421.88, 664.28
2424.49, 659.00
2427.10, 519.73
2429.73, 688.68
2432.36, 495.43
2435.00, 734.02
2437.65, 403.98
2440.31, 469.86
2442.98, 343.28
2445.65, 691.58
2448.33, 422.00
2451.02, 449.56
2453.72, 464.53
2456.42, 532.83
2459.14, 449.59
2461.86, 399.04
2464.59, 528.76
2467.33, 475.30
2470.08, 376.04
2472.83, 422.23
2475.60, 570.21
2478.37, 530.01
2481.15, 491.74
2483.94, 726.85
2486.74, 458.13
2489.55, 738.38
2492.37, 568.59
2495.19, 604.30
2498.03, 363.31
2500.87, 386.84
2503.72, 518.70
2506.58, 308.09
2509.45, 451.98
2512.33, 437.19
2515.22, 528.86
2518.12, 449.27
2521.02, 459.37
2523.94, 437.69
2526.86, 421.99
2529.80, 412.28
2532.74, 319.75
2535.69, 408.17
2538.66, 457.47
2541.63, 304.78
2544.61, 484.59
2547.60, 442.19
2550.60, 326.85
2553.61, 414.26
2556.63, 144.04
2559.66, 301.11
2562.70, 481.78
2565.75, 361.42
2568.81, 610.47
2571.88, 261.07
2574.95, 436.20
2578.04, 478.45
2581.14, 209.87
2584.25, 550.81
2587.37, 532.44
2590.50, 311.51
2593.64, 610.08
2596.79, 432.72
2599.95, 357.98
2603.12, 276.90
2606.30, 436.09
2609.49, 290.55
2612.70, 560.83
2615.91, 461.21
2619.13, 299.31
2622.37, 453.92
2625.61, 269.26
2628.87, 445.80
2632.14, 336.66
2635.41, 479.60
2638.70, 571.55
2642.00, 540.98
2645.31, 421.08
2648.64, 362.00
2651.97, 503.95
2655.31, 402.32
2658.67, 430.58
2662.04, 531.82
2665.42, 394.15
2668.81, 411.22
2672.21, 139.78
2675.62, 286.50
2679.05, 101.57
2682.49, 432.15
2685.94, 551.14
2689.40, 374.70
2692.87, 419.61
2696.35, 315.68
2699.85, 274.20
2703.36, 291.63
2706.88, 408.32
2710.41, 404.01
2713.96, 264.01
2717.52, 411.65
2721.09, 345.55
2724.67, 243.26
2728.27, 504.64
2731.88, 493.84
2735.50, 494.70
2739.13, 276.14
2742.78, 344.11
2746.44, 599.67
2750.11, 265.11
2753.79, 242.48
2757.49, 338.56
2761.20, 275.39
2764.93, 413.89
2768.67, 312.51
2772.42, 334.04
2776.18, 335.75
2779.96, 551.91
2783.75, 310.87
2787.56, 276.13
2791.38, 403.99
2795.21, 323.76
2799.06, 357.49
